,Date,Close Price,Open Price,High Price,Low Price,Total Traded Quantity,Month,Year,VWAP,Day_Perc_Change,Trend
43,2019-08-23,44.96,46.35,46.63,44.8,32820000.0,8,2019,50.36947167510214,-0.013169446883230962,Slight or No change
44,2019-08-22,46.78,47.28,47.43,46.69,19790000.0,8,2019,50.28487924833877,0.04048042704626331,Slight or No change
45,2019-08-21,47.15,47.11,47.29,46.89,15920000.0,8,2019,50.226553187013536,0.007909362975630607,Slight or No change
46,2019-08-20,46.6,47.03,47.12,46.46,23120000.0,8,2019,50.13114146885455,-0.01166489925768821,Slight or No change
47,2019-08-19,47.23,47.46,47.6,47.04,21400000.0,8,2019,50.062172565486904,0.013519313304720892,Slight or No change
48,2019-08-16,46.5,46.34,46.68,46.06,23340000.0,8,2019,49.972146244802495,-0.015456277789540507,Slight or No change
49,2019-08-15,45.7,46.1,46.18,45.44,21990000.0,8,2019,49.872787701875176,-0.017204301075268713,Slight or No change
50,2019-08-14,45.87,46.06,46.62,45.65,25650000.0,8,2019,49.76706721858396,0.0037199124726476906,Slight or No change
51,2019-08-13,46.84,45.49,47.05,45.36,29370000.0,8,2019,49.68114479325957,0.02114671898844578,Slight or No change
52,2019-08-12,45.6,45.76,46.07,45.44,18490000.0,8,2019,49.607092893171874,-0.026473099914602893,Slight or No change
53,2019-08-09,45.98,46.94,47.0,45.78,24980000.0,8,2019,49.52030670498084,0.008333333333333304,Slight or No change
54,2019-08-08,47.17,46.16,47.37,45.91,30640000.0,8,2019,49.4532950569493,0.025880817746846585,Slight or No change
55,2019-08-07,46.73,46.3,46.88,45.97,29440000.0,8,2019,49.38067911745526,-0.009327962688149394,Slight or No change
56,2019-08-06,46.96,47.15,47.56,46.77,26120000.0,8,2019,49.324734914174485,0.004921891718382199,Slight or No change
57,2019-08-05,46.97,47.76,47.96,46.57,38940000.0,8,2019,49.2463068580324,0.0002129471890970347,Slight or No change
58,2019-08-02,48.68,49.09,49.36,48.5,27880000.0,8,2019,49.23311690698568,0.036406216734085506,Slight or No change
59,2019-08-01,49.5,50.52,51.89,49.47,34020000.0,8,2019,49.240492266701324,0.016844700082169206,Slight or No change
60,2019-07-31,50.55,51.51,51.72,50.05,24170000.0,7,2019,49.26570780984855,0.021212121212121238,Slight or No change
61,2019-07-30,51.7,51.71,52.31,51.56,16489999.999999998,7,2019,49.29727302036644,0.022749752720079286,Slight or No change
62,2019-07-29,52.51,51.53,52.56,50.78,21900000.0,7,2019,49.35166287878788,0.01566731141199207,Slight or No change
63,2019-07-26,51.59,52.69,53.5,51.53,36400000.0,7,2019,49.412922631578944,-0.017520472290992073,Slight or No change
64,2019-07-25,52.16,52.51,52.6,51.88,27770000.0,7,2019,49.46910765446283,0.011048652839697581,Slight or No change
65,2019-07-24,52.92,51.98,52.97,51.8,20900000.0,7,2019,49.521421587471984,0.014570552147239457,Slight or No change
66,2019-07-23,51.75,52.0,52.0,51.3,18410000.0,7,2019,49.55078864488791,-0.022108843537415046,Slight or No change
67,2019-07-22,51.35,50.01,51.52,49.89,21690000.0,7,2019,49.57829479055802,-0.007729468599033784,Slight or No change
68,2019-07-19,50.27,49.96,50.66,49.91,29140000.0,7,2019,49.59221574545379,-0.021032132424537497,Slight or No change
69,2019-07-18,49.94,49.28,49.99,48.89,15680000.0,7,2019,49.595941691320654,-0.006564551422319598,Slight or No change
70,2019-07-17,49.39,49.5,49.7,49.24,11930000.0,7,2019,49.59427659401431,-0.011013215859030812,Slight or No change
71,2019-07-16,49.17,49.91,50.0,48.96,17130000.0,7,2019,49.589407496734,-0.0044543429844098315,Slight or No change
72,2019-07-15,50.12,50.0,50.25,49.77,14350000.0,7,2019,49.5944599203716,0.019320724018710544,Slight or No change
73,2019-07-12,49.92,49.0,49.93,48.81,20150000.0,7,2019,49.59875526307174,-0.003990422984836317,Slight or No change
74,2019-07-11,48.6,48.56,48.78,48.31,16620000.000000002,7,2019,49.58800281129961,-0.02644230769230771,Slight or No change
75,2019-07-10,48.21,47.92,48.61,47.9,16030000.000000002,7,2019,49.57384113347865,-0.00802469135802475,Slight or No change
76,2019-07-09,47.75,47.36,47.8,47.13,17850000.0,7,2019,49.55320565397902,-0.00954158888197476,Slight or No change
77,2019-07-08,47.82,47.62,47.95,47.07,16559999.999999998,7,2019,49.535201824100966,0.0014659685863873673,Slight or No change
78,2019-07-05,48.08,48.03,48.17,47.44,14340000.0,7,2019,49.522228901805974,0.005437055625261422,Slight or No change
79,2019-07-03,48.52,48.18,48.56,47.99,10740000.0,7,2019,49.51558158205139,0.009151414309484185,Slight or No change
80,2019-07-02,48.12,47.91,48.22,47.69,15380000.0,7,2019,49.50245107575229,-0.008244023083264773,Slight or No change
81,2019-07-01,48.05,49.29,49.45,47.74,27510000.0,7,2019,49.478412205657634,-0.0014546965918537103,Slight or No change
82,2019-06-28,47.87,47.77,48.2,47.68,26650000.0,6,2019,49.453031210956695,-0.0037460978147763058,Slight or No change
83,2019-06-27,47.46,48.15,48.42,47.24,23060000.0,6,2019,49.426184100613945,-0.008564863171088288,Slight or No change
84,2019-06-26,48.19,47.65,48.48,47.56,21890000.0,6,2019,49.41057654373681,0.01538137378845339,Slight or No change
85,2019-06-25,46.85,47.56,47.68,46.8,16670000.000000002,6,2019,49.386191493615925,-0.027806598879435485,Slight or No change
86,2019-06-24,47.63,47.4,47.85,47.17,14480000.0,6,2019,49.3717831868686,0.01664887940234805,Slight or No change
87,2019-06-21,47.46,46.95,47.73,46.8,31100000.0,6,2019,49.33867880826044,-0.003569179088809604,Slight or No change
88,2019-06-20,47.19,47.87,48.05,46.87,20130000.0,6,2019,49.314863227909434,-0.00568900126422256,Slight or No change
89,2019-06-19,47.07,47.48,47.58,47.0,17440000.0,6,2019,49.293511561954624,-0.002542911633820699,Slight or No change
90,2019-06-18,47.37,46.75,48.0,46.6,25730000.0,6,2019,49.2668933970839,0.006373486297004405,Slight or No change
91,2019-06-17,46.13,46.14,46.53,45.8,12640000.0,6,2019,49.24571232444964,-0.02617690521427052,Slight or No change
92,2019-06-14,46.19,45.83,46.42,45.55,15380000.0,6,2019,49.2208113492463,0.0013006720138737382,Slight or No change
93,2019-06-13,46.7,46.6,46.95,46.53,12270000.0,6,2019,49.20452895842326,0.011041350941762396,Slight or No change
94,2019-06-12,46.32,46.67,46.67,46.25,15900000.0,6,2019,49.18058558511527,-0.008137044967880147,Slight or No change
95,2019-06-11,46.85,47.26,47.32,46.52,18420000.0,6,2019,49.158387695585176,0.011442141623488888,Slight or No change
96,2019-06-10,46.8,46.23,47.19,46.2,20810000.0,6,2019,49.13328062412073,-0.0010672358591249376,Slight or No change
97,2019-06-07,46.03,45.25,46.12,45.1,24370000.0,6,2019,49.095068212134684,-0.016452991452991395,Slight or No change
98,2019-06-06,45.1,44.75,45.17,44.51,19080000.0,6,2019,49.05692092883595,-0.02020421464262434,Slight or No change
99,2019-06-05,44.55,45.11,45.18,44.19,20800000.0,6,2019,49.01049004457652,-0.012195121951219634,Slight or No change
100,2019-06-04,44.79,44.16,44.85,43.77,28090000.0,6,2019,48.95257682857129,0.005387205387205496,Slight or No change
101,2019-06-03,43.46,44.25,44.59,43.2,31160000.0,6,2019,48.8702245158186,-0.029694128153605726,Slight or No change
102,2019-05-31,44.04,44.18,44.79,43.93,25530000.0,5,2019,48.81160829554421,0.01334560515416472,Slight or No change
103,2019-05-30,44.73,44.3,45.03,44.23,21620000.0,5,2019,48.770089347887456,0.01566757493187998,Slight or No change
104,2019-05-29,44.23,43.35,44.53,43.33,28450000.0,5,2019,48.71011973907189,-0.011178180192264686,Slight or No change
105,2019-05-28,43.57,44.66,44.69,43.3,34780000.0,5,2019,48.628436967417976,-0.01492199864345456,Slight or No change
106,2019-05-24,44.57,44.59,45.05,44.49,27170000.0,5,2019,48.57867266901345,0.022951572182694502,Slight or No change
107,2019-05-23,44.53,43.37,44.74,42.86,35780000.0,5,2019,48.51433495589764,-0.0008974646623288729,Slight or No change
108,2019-05-22,44.0,44.15,44.46,43.84,16930000.0,5,2019,48.48064425548047,-0.011902088479676665,Slight or No change
109,2019-05-21,44.46,44.34,44.78,44.17,25540000.0,5,2019,48.435881824720475,0.010454545454545494,Slight or No change
110,2019-05-20,43.56,44.0,44.52,43.45,28670000.0,5,2019,48.37569741509954,-0.020242914979757054,Slight or No change
111,2019-05-17,44.89,45.18,45.73,44.76,22500000.0,5,2019,48.34225569456171,0.030532598714416936,Slight or No change
112,2019-05-16,45.53,45.47,45.95,45.42,19950000.0,5,2019,48.318534566225686,0.014257072844731544,Slight or No change
113,2019-05-15,45.62,44.92,45.75,44.76,23410000.0,5,2019,48.292086762846544,0.0019767186470458498,Slight or No change
114,2019-05-14,45.17,45.18,45.48,44.87,24710000.0,5,2019,48.2601192977222,-0.009864094695309022,Slight or No change
115,2019-05-13,44.76,45.33,45.64,44.7,39090000.0,5,2019,48.2043287337199,-0.009076820898826776,Slight or No change
116,2019-05-10,46.2,46.44,46.8,45.1,42520000.0,5,2019,48.17016942562828,0.03217158176943702,Slight or No change
117,2019-05-09,46.62,47.9,48.29,46.05,59640000.0,5,2019,48.133978133049396,0.009090909090909038,Slight or No change
118,2019-05-08,49.24,50.2,50.79,49.07,36810000.0,5,2019,48.14968911957088,0.05619905619905641,Slight or No change
119,2019-05-07,50.48,50.6,50.88,49.93,29710000.0,5,2019,48.17610344669714,0.02518277822908188,Slight or No change
120,2019-05-06,51.22,50.25,51.28,50.19,26250000.0,5,2019,48.20628589020553,0.014659270998415241,Slight or No change
121,2019-05-03,51.75,51.08,51.82,50.73,25660000.0,5,2019,48.240304866870936,0.010347520499804697,Slight or No change
122,2019-05-02,50.55,50.8,51.33,50.12,22660000.0,5,2019,48.25972062189544,-0.023188405797101463,Slight or No change
123,2019-05-01,50.76,51.1,51.6,50.74,20470000.0,5,2019,48.27856408085122,0.004154302670623222,Slight or No change
124,2019-04-30,51.04,51.0,51.43,50.87,27130000.0,4,2019,48.305874133776605,0.005516154452324784,Slight or No change
125,2019-04-29,51.11,52.17,52.43,51.0,42140000.0,4,2019,48.34829789220104,0.0013714733542320445,Slight or No change
126,2019-04-26,52.43,52.74,53.09,51.52,72360000.0,4,2019,48.451649840957685,0.025826648405400165,Slight or No change
127,2019-04-25,57.61,58.3,58.38,57.23,27950000.0,4,2019,48.540355410163286,0.0987983978638185,Slight or No change
128,2019-04-24,58.72,58.52,59.29,58.14,17720000.0,4,2019,48.60248370875525,0.019267488283284173,Slight or No change
129,2019-04-23,58.78,58.89,58.98,58.5,17740000.0,4,2019,48.66429147524597,0.001021798365122617,Slight or No change
130,2019-04-22,58.82,58.15,58.83,57.88,12330000.0,4,2019,48.706978083975635,0.0006805035726438202,Slight or No change
131,2019-04-18,58.49,58.71,58.88,58.12,20460000.0,4,2019,48.77473887329761,-0.005610336620197165,Slight or No change
132,2019-04-17,58.56,58.44,59.59,58.12,38790000.0,4,2019,48.90157007671951,0.0011967857753463207,Slight or No change
133,2019-04-16,56.71,56.66,57.47,56.07,30300000.0,4,2019,48.97983466864262,-0.03159153005464488,Slight or No change
134,2019-04-15,56.28,56.46,56.55,55.92,11680000.0,4,2019,49.00793165716545,-0.007582436959971739,Slight or No change
135,2019-04-12,56.42,56.21,56.49,55.84,12910000.0,4,2019,49.03932996676084,0.0024875621890547706,Slight or No change
136,2019-04-11,55.8,55.76,56.07,55.63,10850000.0,4,2019,49.063313693819765,-0.010989010989011061,Slight or No change
137,2019-04-10,55.75,55.32,55.86,55.32,13080000.0,4,2019,49.09178861418051,-0.0008960573476701761,Slight or No change
138,2019-04-09,55.32,55.35,55.43,54.9,13340000.0,4,2019,49.11872137652032,-0.007713004484304897,Slight or No change
139,2019-04-08,55.68,55.28,55.74,55.2,11760000.0,4,2019,49.14363891185285,0.006507592190889255,Slight or No change
140,2019-04-05,55.6,55.75,55.95,54.87,19270000.0,4,2019,49.18356756132238,-0.001436781609195359,Slight or No change
141,2019-04-04,55.92,55.27,56.14,55.27,16520000.0,4,2019,49.219094568753334,0.0057553956834532904,Slight or No change
142,2019-04-03,55.48,55.03,55.99,54.89,24550000.0,4,2019,49.26778199418432,-0.007868383404864177,Slight or No change
143,2019-04-02,54.36,54.53,54.8,54.23,13700000.0,4,2019,49.289784651872786,-0.020187454938716654,Slight or No change
144,2019-04-01,54.51,54.34,54.57,54.1,17830000.0,4,2019,49.3189758539255,0.0027593818984548157,Slight or No change
145,2019-03-29,53.7,53.8,54.04,53.48,18740000.0,3,2019,49.34457423025957,-0.01485965877820572,Slight or No change
146,2019-03-28,53.11,53.25,53.44,52.77,13610000.0,3,2019,49.36048533621455,-0.01098696461824955,Slight or No change
147,2019-03-27,53.16,53.59,53.86,52.94,19660000.0,3,2019,49.38353671632948,0.0009414422895877017,Slight or No change
148,2019-03-26,53.44,53.32,53.77,53.04,17720000.0,3,2019,49.40559786878806,0.005267118133935211,Slight or No change
149,2019-03-25,52.78,52.97,53.55,52.38,16970000.0,3,2019,49.42308181765444,-0.012350299401197584,Slight or No change
150,2019-03-22,53.26,54.4,54.62,53.21,21440000.0,3,2019,49.448035490573766,0.009094353921940135,Slight or No change
151,2019-03-21,54.64,53.92,54.99,53.84,19130000.0,3,2019,49.47798991489182,0.02591062711227954,Slight or No change
152,2019-03-20,53.82,54.06,54.4,53.61,24330000.0,3,2019,49.50961794671433,-0.015007320644216726,Slight or No change
153,2019-03-19,54.17,54.47,54.65,54.0,18270000.0,3,2019,49.53497099792162,0.006503158677071852,Slight or No change
154,2019-03-18,54.1,54.42,54.51,53.87,16270000.0,3,2019,49.55698010164017,-0.0012922281705741723,Slight or No change
155,2019-03-15,54.33,53.68,54.69,53.68,46490000.0,3,2019,49.62184084837218,0.004251386321626471,Slight or No change
156,2019-03-14,53.44,54.3,54.45,53.33,26650000.0,3,2019,49.651353649729245,-0.016381373090373685,Slight or No change
157,2019-03-13,54.37,54.0,54.57,53.65,25520000.0,3,2019,49.68602370649323,0.01740269461077837,Slight or No change
158,2019-03-12,53.57,53.34,53.96,53.17,20780000.0,3,2019,49.70912243245022,-0.014713996689350695,Slight or No change
159,2019-03-11,53.35,52.88,53.65,52.57,18960000.0,3,2019,49.72877232034841,-0.004106776180698102,Slight or No change
160,2019-03-08,52.48,51.97,52.56,51.7,16790000.0,3,2019,49.74185878113455,-0.01630740393626995,Slight or No change
161,2019-03-07,52.6,52.77,52.98,52.36,17800000.0,3,2019,49.7561992761385,0.0022865853658537993,Slight or No change
162,2019-03-06,52.95,53.63,53.65,52.94,14740000.0,3,2019,49.769414211847135,0.0066539923954371805,Slight or No change
163,2019-03-05,53.68,53.85,53.99,53.11,21060000.0,3,2019,49.7923968588842,0.01378659112370162,Slight or No change
164,2019-03-04,53.94,53.75,54.1,53.2,21710000.0,3,2019,49.817373479605564,0.004843517138598985,Slight or No change
165,2019-03-01,53.3,53.44,53.68,52.89,18360000.0,3,2019,49.83501963565714,-0.011865035224323361,Slight or No change
166,2019-02-28,52.96,52.92,53.18,52.81,18390000.0,2,2019,49.85079941788627,-0.006378986866791725,Slight or No change
167,2019-02-27,53.24,52.76,53.38,52.51,17590000.0,2,2019,49.867090222954566,0.005287009063444037,Slight or No change
168,2019-02-26,53.23,53.01,53.37,52.91,16079999.999999998,2,2019,49.88180238711275,-0.0001878287002254897,Slight or No change
169,2019-02-25,53.1,53.06,53.61,52.86,20710000.0,2,2019,49.89983372471782,-0.0024422318241592578,Slight or No change
170,2019-02-22,52.49,52.7,52.98,52.05,31930000.0,2,2019,49.92201702693786,-0.011487758945386006,Slight or No change
171,2019-02-21,51.41,51.32,51.84,51.21,16160000.0,2,2019,49.92843888290954,-0.02057534768527347,Slight or No change
172,2019-02-20,51.39,51.63,51.73,51.06,21610000.0,2,2019,49.93682563369959,-0.0003890293717174753,Slight or No change
173,2019-02-19,51.4,51.35,51.71,51.34,15610000.0,2,2019,49.942865461353556,0.0001945903872349053,Slight or No change
174,2019-02-15,51.66,51.25,51.67,51.09,22520000.0,2,2019,49.953030748322206,0.005058365758754846,Slight or No change
175,2019-02-14,50.81,50.41,51.04,50.35,17550000.0,2,2019,49.95696616130164,-0.016453735965931027,Slight or No change
176,2019-02-13,50.47,50.13,50.81,50.0,17710000.0,2,2019,49.95933265092971,-0.006691596142491707,Slight or No change
177,2019-02-12,50.01,49.36,50.14,49.27,18050000.0,2,2019,49.95956973832251,-0.009114325341787244,Slight or No change
178,2019-02-11,48.77,49.02,49.32,48.58,18000000.0,2,2019,49.954044593876276,-0.02479504099180152,Slight or No change
179,2019-02-08,48.84,48.77,49.02,48.01,18850000.0,2,2019,49.948652122220594,0.0014353085913472174,Slight or No change
180,2019-02-07,49.23,49.5,49.85,48.68,27830000.0,2,2019,49.943552790596875,0.007985257985257954,Slight or No change
181,2019-02-06,49.9,49.95,50.64,49.82,21650000.0,2,2019,49.94331369889065,0.01360958764980702,Slight or No change
182,2019-02-05,50.01,49.18,50.72,49.18,31640000.0,2,2019,49.94384445299706,0.002204408817635173,Slight or No change
183,2019-02-04,49.22,48.62,49.24,48.24,20910000.0,2,2019,49.94005705277382,-0.015796840631873588,Slight or No change
184,2019-02-01,48.73,47.06,49.05,47.01,37440000.0,2,2019,49.928825655595055,-0.009955302722470583,Slight or No change
185,2019-01-31,47.12,46.7,47.18,46.1,43050000.0,1,2019,49.89916507840728,-0.033039195567412305,Slight or No change
186,2019-01-30,47.54,46.68,47.68,46.45,26930000.0,1,2019,49.88368343844122,0.008913412563667178,Slight or No change
187,2019-01-29,46.54,46.78,46.97,46.33,20990000.0,1,2019,49.866667959686865,-0.021034917963819955,Slight or No change
188,2019-01-28,46.71,46.13,46.73,46.05,35930000.0,1,2019,49.839407951661286,0.00365277180919632,Slight or No change
189,2019-01-25,47.04,46.85,47.43,45.75,86470000.0,1,2019,49.782412770095426,0.007064868336544627,Slight or No change
190,2019-01-24,49.76,48.7,50.03,48.6,50580000.0,1,2019,49.78214899166762,0.05782312925170063,Slight or No change
191,2019-01-23,47.94,48.41,48.8,47.52,18960000.0,1,2019,49.774057729952624,-0.036575562700964626,Slight or No change
192,2019-01-22,48.27,48.96,48.98,47.87,25940000.0,1,2019,49.765073400896696,0.00688360450563219,Slight or No change
193,2019-01-18,49.19,49.11,49.38,48.69,29870000.0,1,2019,49.76114484752291,0.019059457219805065,Slight or No change
194,2019-01-17,48.47,48.0,48.84,47.91,17450000.0,1,2019,49.75601251506295,-0.014637121366131267,Slight or No change
195,2019-01-16,48.13,48.6,48.89,48.08,19060000.0,1,2019,49.74898325459234,-0.0070146482360221585,Slight or No change
196,2019-01-15,48.6,48.71,49.13,48.44,22480000.0,1,2019,49.74315465592526,0.009765219198005326,Slight or No change
197,2019-01-14,48.35,48.46,48.83,48.3,19190000.0,1,2019,49.73714773605594,-0.005144032921810648,Slight or No change
198,2019-01-11,48.93,48.1,49.29,48.05,21750000.0,1,2019,49.733222438114744,0.011995863495346315,Slight or No change
199,2019-01-10,48.56,47.75,48.65,47.41,27200000.0,1,2019,49.726130314095286,-0.007561823012466773,Slight or No change
200,2019-01-09,48.01,47.96,48.57,47.78,22550000.0,1,2019,49.71757269788198,-0.011326194398682099,Slight or No change
201,2019-01-08,47.74,47.8,48.03,46.78,22750000.0,1,2019,49.70767371707566,-0.005623828369089701,Slight or No change
202,2019-01-07,47.44,47.1,47.99,46.75,22740000.0,1,2019,49.69638407664369,-0.006284038542103132,Slight or No change
203,2019-01-04,47.22,45.84,47.57,45.54,35450000.0,1,2019,49.67731253856114,-0.004637436762225944,Slight or No change
204,2019-01-03,44.49,46.15,46.28,44.39,32270000.000000004,1,2019,49.6411999309653,-0.05781448538754763,Slight or No change
205,2019-01-02,47.08,45.96,47.47,45.77,18770000.0,1,2019,49.63087064794204,0.0582153292874803,Slight or No change
206,2018-12-31,46.93,47.09,47.48,46.55,20490000.0,12,2018,49.61903204759327,-0.003186066270178367,Slight or No change
207,2018-12-28,46.75,46.51,47.74,46.3,24730000.0,12,2018,49.603933935403695,-0.0038354996803749986,Slight or No change
208,2018-12-27,46.36,45.62,46.38,44.67,29970000.0,12,2018,49.583376877388034,-0.008342245989304775,Slight or No change
209,2018-12-26,46.19,44.0,46.2,43.51,28680000.0,12,2018,49.562922431530964,-0.0036669542709232283,Slight or No change
210,2018-12-24,43.59,44.63,45.17,43.54,19240000.0,12,2018,49.5388668538044,-0.0562892400952586,Slight or No change
211,2018-12-21,44.84,45.75,46.65,44.8,52770000.0,12,2018,49.48752954451346,0.028676301904106527,Slight or No change
212,2018-12-20,45.54,45.41,46.31,45.01,37750000.0,12,2018,49.45691596733604,0.01561106155218539,Slight or No change
213,2018-12-19,45.57,47.49,47.73,45.38,39720000.0,12,2018,49.42545611078621,0.0006587615283266679,Slight or No change
214,2018-12-18,47.74,47.47,48.45,47.36,29010000.0,12,2018,49.415551263248304,0.04761904761904767,Slight or No change
215,2018-12-17,47.08,47.86,48.41,46.66,26600000.0,12,2018,49.403033700847054,-0.01382488479262678,Slight or No change
216,2018-12-14,47.86,47.89,48.76,47.85,26370000.0,12,2018,49.39487853370612,0.01656754460492782,Slight or No change
217,2018-12-13,48.29,48.26,48.58,47.85,19530000.0,12,2018,49.39057061517514,0.008984538236523232,Slight or No change
218,2018-12-12,47.83,48.58,48.64,47.41,31310000.0,12,2018,49.38087643766529,-0.009525781735348904,Slight or No change
219,2018-12-11,47.38,47.9,48.59,47.13,23850000.0,12,2018,49.371453139131226,-0.009408321137361453,Slight or No change
220,2018-12-10,47.21,46.28,47.46,46.01,23290000.0,12,2018,49.36155811480453,-0.0035880118193331034,Slight or No change
221,2018-12-07,46.24,47.94,48.06,46.23,34020000.0,12,2018,49.340822696697224,-0.020546494386782466,Slight or No change
222,2018-12-06,48.37,46.8,48.39,46.52,31660000.0,12,2018,49.33485809540258,0.046064013840830365,Slight or No change
223,2018-12-04,47.75,49.52,49.6,47.67,35400000.0,12,2018,49.32404497630341,-0.012817862311349959,Slight or No change
224,2018-12-03,50.13,50.0,50.49,49.53,30870000.0,12,2018,49.328811793737955,0.04984293193717293,Slight or No change
225,2018-11-30,49.31,47.95,49.32,47.56,43310000.0,11,2018,49.32865697960548,-0.016357470576501054,Slight or No change
226,2018-11-29,47.7,48.49,48.56,47.63,23590000.0,11,2018,49.32138910538224,-0.03265057797606974,Slight or No change
227,2018-11-28,48.86,47.94,48.88,47.65,28000000.0,11,2018,49.31895812791196,0.02431865828092228,Slight or No change
